Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
2810.0,66.0,Female,Shorts,Clothing,98.0,Arkansas,XL,Teal,,3.0,No,Debit Card,Standard,No,No,27.0,Debit Card,Quarterly
2811.0,27.0,Female,Jeans,Clothing,31.0,Arizona,M,Purple,Summer,4.0,No,Credit Card,Standard,No,No,10.0,Debit Card,Fortnightly
2812.0,69.0,Female,Jacket,Outerwear,89.0,Ohio,M,Blue,Fall,3.7,No,PayPal,Store Pickup,,No,,Credit Card,Quarterly
2813.0,66.0,Female,Hoodie,Clothing,91.0,North Dakota,XL,Magenta,Fall,3.8,No,Debit Card,Store Pickup,No,No,1.0,Credit Card,Every 3 Months
2814.0,45.0,Female,Shirt,Clothing,50.0,Vermont,S,Maroon,Summer,3.3,No,Debit Card,2-Day Shipping,No,No,39.0,Debit Card,Quarterly
2815.0,31.0,Female,T-shirt,Clothing,32.0,Minnesota,L,Gold,Winter,3.6,No,Venmo,Standard,No,No,14.0,Bank Transfer,Monthly
2816.0,33.0,Female,Blouse,Clothing,67.0,Idaho,L,Black,Fall,3.9,No,Cash,Free Shipping,No,No,40.0,Venmo,Every 3 Months
2817.0,43.0,Female,Skirt,,28.0,Maryland,M,Black,Spring,3.5,No,Bank Transfer,Free Shipping,No,No,45.0,Venmo,Weekly
2818.0,25.0,Female,Backpack,Accessories,65.0,South Carolina,XL,Yellow,Winter,,No,Credit Card,Standard,No,No,6.0,Venmo,Weekly
2819.0,46.0,Female,,Clothing,73.0,California,M,Turquoise,Fall,4.7,No,Venmo,Next Day Air,No,No,12.0,Debit Card,Annually
2820.0,67.0,Female,Shirt,Clothing,27.0,Georgia,L,Lavender,Spring,3.0,No,Credit Card,Free Shipping,No,No,19.0,Cash,Monthly
2821.0,26.0,Female,Backpack,Accessories,89.0,Vermont,L,Yellow,Summer,3.9,No,,Free Shipping,No,No,5.0,Cash,Bi-Weekly
2822.0,35.0,Female,Shoes,Footwear,72.0,Georgia,L,Olive,Summer,4.5,No,Credit Card,Standard,No,No,37.0,Venmo,Monthly
2823.0,61.0,Female,Skirt,Clothing,37.0,New Jersey,S,Brown,Fall,4.1,No,PayPal,Standard,No,No,33.0,PayPal,Quarterly
2824.0,26.0,Female,Dress,Clothing,63.0,Utah,M,Olive,Summer,4.5,No,Venmo,Standard,No,No,47.0,Debit Card,Bi-Weekly
2825.0,39.0,Female,Hat,Accessories,90.0,Utah,M,Purple,Fall,4.0,No,Debit Card,Free Shipping,No,No,49.0,Debit Card,Quarterly
2826.0,69.0,Female,Handbag,Accessories,62.0,North Carolina,M,Yellow,Winter,4.3,No,Cash,2-Day Shipping,No,No,28.0,,Annually
2827.0,32.0,Female,Handbag,Accessories,43.0,,L,Brown,,3.6,No,Debit Card,Express,No,No,23.0,Venmo,Annually
2828.0,20.0,Female,Blouse,Clothing,96.0,Wisconsin,M,Magenta,Fall,3.1,No,Credit Card,Next Day Air,No,No,11.0,Bank Transfer,Bi-Weekly
2829.0,25.0,Female,Scarf,Accessories,,Tennessee,L,Lavender,Fall,2.6,No,Credit Card,Standard,No,No,33.0,PayPal,Quarterly
2830.0,56.0,Female,Jewelry,Accessories,67.0,Arizona,XL,Teal,Fall,3.4,No,PayPal,Next Day Air,No,No,47.0,Cash,Weekly
2831.0,63.0,Female,Skirt,Clothing,,Oregon,,Cyan,Spring,2.9,No,Credit Card,Store Pickup,No,No,13.0,Venmo,Every 3 Months
13220.850651464512,34.0,Female,Hoodie,Clothing,53.0,Virginia,L,Pink,Winter,5.0,No,Cash,Express,No,,4.0,Credit Card,Weekly
2833.0,29.0,Female,Scarf,Accessories,37.0,Maryland,M,Magenta,Summer,4.6,No,Cash,Standard,No,No,40.0,PayPal,Quarterly
2834.0,43.0,Female,Jeans,Clothing,56.0,Arkansas,M,Teal,Fall,3.3,No,PayPal,Free Shipping,No,No,19.0,Cash,Monthly
2835.0,39.0,Female,Jacket,Outerwear,43.0,Texas,M,Indigo,Fall,2.9,No,Credit Card,2-Day Shipping,,No,17.0,Credit Card,Weekly
2836.0,33.0,Female,T-shirt,Clothing,84.0,Vermont,S,Pink,Winter,,No,Credit Card,Free Shipping,No,No,7.0,Venmo,Annually
2837.0,51.0,Female,Pants,Clothing,50.0,Wyoming,M,Charcoal,Winter,5.0,No,Venmo,2-Day Shipping,No,No,21.0,Cash,Bi-Weekly
2838.0,65.0,Female,Shoes,Footwear,88.0,Alabama,M,Brown,Summer,4.5,No,Venmo,Express,No,No,44.0,PayPal,Weekly
2839.0,51.0,Female,Jacket,Outerwear,,Maine,M,Blue,Fall,3.7,No,Venmo,Free Shipping,No,No,2.0,Bank Transfer,Weekly
2840.0,70.0,Female,Scarf,Accessories,80.0,South Dakota,L,Teal,Summer,2.8,No,,Store Pickup,No,No,30.0,Bank Transfer,Monthly
2841.0,40.0,Female,T-shirt,Clothing,47.0,West Virginia,L,Pink,Spring,3.5,No,Bank Transfer,Store Pickup,No,No,41.0,Cash,Annually
2842.0,19.0,Female,Dress,Clothing,33.0,Ohio,XL,Magenta,Winter,3.0,No,Credit Card,2-Day Shipping,No,No,,Cash,Weekly
2843.0,28.0,Female,,Outerwear,100.0,Arizona,L,Green,Fall,4.3,No,Cash,Standard,No,No,48.0,Debit Card,Quarterly
2844.0,51.0,Female,Sweater,Clothing,26.0,Ohio,M,White,Summer,,No,Cash,Store Pickup,No,No,41.0,Venmo,Weekly
2845.0,32.0,Female,Hat,Accessories,79.0,New Mexico,M,Indigo,Summer,4.4,No,Venmo,Standard,No,No,42.0,Venmo,Annually
2846.0,26.0,Female,Backpack,Accessories,77.0,South Dakota,L,Lavender,Summer,4.1,No,Cash,Express,No,No,39.0,,Every 3 Months
2847.0,50.0,Female,,Clothing,36.0,Oklahoma,XL,Black,Fall,2.8,No,Cash,Next Day Air,No,No,15.0,PayPal,Bi-Weekly
2848.0,68.0,Female,Jewelry,Accessories,21.0,Connecticut,L,Charcoal,Winter,2.8,No,Venmo,Free Shipping,No,No,3.0,PayPal,Every 3 Months
2849.0,33.0,Female,Boots,Footwear,72.0,Wisconsin,L,Gray,Fall,4.9,No,Debit Card,Store Pickup,No,No,28.0,Bank Transfer,Quarterly
2850.0,56.0,Female,Coat,Outerwear,25.0,New Hampshire,M,Gold,Spring,4.1,No,,Express,No,No,27.0,PayPal,Bi-Weekly
2851.0,57.0,Female,Sweater,Clothing,79.0,Nebraska,M,Silver,Spring,3.0,No,Credit Card,Store Pickup,No,,36.0,Debit Card,Annually
2852.0,58.0,Female,Blouse,Clothing,73.0,Nevada,L,Teal,Summer,3.0,No,Bank Transfer,Store Pickup,No,No,42.0,Debit Card,Monthly
2853.0,40.0,,Belt,Accessories,71.0,New York,M,Magenta,Spring,3.0,No,Credit Card,Store Pickup,No,No,30.0,Venmo,Weekly
2854.0,37.0,Female,Hat,Accessories,48.0,Pennsylvania,M,Magenta,Winter,3.2,No,,Next Day Air,No,No,9.0,PayPal,Weekly
2855.0,36.0,,Sandals,Footwear,28.0,Delaware,M,Beige,Fall,2.7,No,Debit Card,Store Pickup,No,No,25.0,Venmo,Monthly
2856.0,,Female,Boots,Footwear,95.0,Mississippi,S,Maroon,Winter,3.8,No,Debit Card,2-Day Shipping,No,No,33.0,PayPal,Quarterly
2857.0,65.0,Female,Jacket,Outerwear,48.0,Iowa,M,Indigo,Winter,3.5,No,Debit Card,2-Day Shipping,No,No,31.0,Credit Card,Monthly
2858.0,44.0,Female,Dress,Clothing,93.0,Utah,S,Maroon,Spring,3.8,No,Venmo,Next Day Air,No,No,35.0,Debit Card,Monthly
2859.0,34.0,Female,Jeans,Clothing,87.0,Maryland,L,Teal,Summer,3.8,No,Cash,2-Day Shipping,No,No,46.0,Bank Transfer,Monthly
2860.0,31.0,Female,Shorts,Clothing,32.0,Utah,L,Yellow,Fall,3.4,No,Venmo,Express,No,No,29.0,Bank Transfer,Annually
2861.0,28.0,Female,Shirt,Clothing,38.0,Rhode Island,M,Gold,Spring,2.9,No,PayPal,Next Day Air,No,No,49.0,Bank Transfer,Weekly
2862.0,66.0,Female,Coat,Outerwear,54.0,Maryland,M,Teal,Fall,3.4,No,Debit Card,Free Shipping,No,No,27.0,Credit Card,Monthly
2863.0,68.0,Female,Coat,,75.0,Hawaii,S,Violet,Summer,4.7,No,Bank Transfer,Store Pickup,,No,,Bank Transfer,Every 3 Months
2864.0,37.0,Female,T-shirt,Clothing,56.0,Connecticut,M,Yellow,Fall,3.9,No,Debit Card,2-Day Shipping,No,No,18.0,Venmo,Monthly
2865.0,58.0,Female,Sweater,Clothing,43.0,Illinois,S,Maroon,Fall,3.6,No,Debit Card,Store Pickup,No,No,31.0,,Weekly
2866.0,28.0,Female,Skirt,Clothing,97.0,California,M,Silver,Fall,3.7,No,Cash,Free Shipping,No,No,27.0,Cash,Fortnightly
2867.0,54.0,Female,Blouse,Clothing,75.0,Connecticut,S,Violet,Summer,3.1,No,Venmo,Free Shipping,No,No,19.0,Cash,Annually
2868.0,21.0,Female,Sneakers,Footwear,55.0,Colorado,L,White,Summer,4.9,No,Venmo,Next Day Air,,No,33.0,Cash,Fortnightly
2869.0,45.0,Female,Backpack,Accessories,49.0,Colorado,M,Black,Winter,2.6,No,Debit Card,Next Day Air,No,No,42.0,,Every 3 Months
2870.0,57.0,Female,Socks,Clothing,58.0,Georgia,M,White,Summer,4.2,No,Cash,Standard,No,No,16.0,Bank Transfer,Weekly
2871.0,47.0,Female,Jewelry,Accessories,34.0,North Dakota,M,Blue,Winter,4.8,No,Debit Card,Free Shipping,No,No,49.0,Debit Card,Every 3 Months
2872.0,46.0,Female,Shorts,Clothing,43.0,Idaho,S,Black,Summer,2.7,No,Cash,2-Day Shipping,No,No,40.0,Venmo,Bi-Weekly
2873.0,63.0,Female,Jewelry,Accessories,48.0,Connecticut,L,Olive,Fall,2.6,No,Venmo,Next Day Air,No,No,5.0,Cash,Annually
2874.0,44.0,Female,Sweater,Clothing,40.0,Montana,M,Teal,Spring,2.6,No,PayPal,Free Shipping,No,No,8.0,Bank Transfer,Monthly
2875.0,36.0,Female,Shirt,Clothing,29.0,Colorado,L,Silver,Summer,3.1,No,Debit Card,Standard,No,No,2.0,Debit Card,Annually
2876.0,24.0,Female,Pants,Clothing,81.0,Kentucky,M,Pink,Fall,2.6,No,Credit Card,Free Shipping,No,No,14.0,Debit Card,Weekly
2877.0,65.0,Female,Hoodie,Clothing,84.0,New Mexico,M,Charcoal,Spring,3.4,,Credit Card,2-Day Shipping,No,No,5.0,Bank Transfer,Fortnightly
2878.0,32.0,Female,Socks,Clothing,46.0,New Jersey,M,Silver,Summer,3.6,No,PayPal,Standard,No,No,34.0,Venmo,Monthly
2879.0,63.0,Female,Dress,Clothing,86.0,California,L,Turquoise,Summer,4.3,No,Venmo,Next Day Air,No,No,13.0,Bank Transfer,Annually
2880.0,62.0,Female,Blouse,Clothing,57.0,North Dakota,XL,Turquoise,Winter,4.9,No,Credit Card,Free Shipping,No,No,31.0,Venmo,Annually
2881.0,19.0,Female,Skirt,Clothing,61.0,Florida,L,Beige,Winter,4.8,No,Debit Card,Store Pickup,No,No,43.0,PayPal,Quarterly
2882.0,38.0,Female,Backpack,Accessories,90.0,Texas,M,Cyan,Winter,4.2,No,Credit Card,Free Shipping,No,No,6.0,Bank Transfer,Annually
2883.0,59.0,Female,Blouse,Clothing,51.0,Oklahoma,L,Gold,Winter,2.6,No,,Store Pickup,No,No,23.0,Credit Card,Bi-Weekly
2884.0,22.0,Female,Socks,Clothing,48.0,Rhode Island,XL,Silver,Spring,3.2,No,Debit Card,Standard,No,No,10.0,PayPal,Weekly
2885.0,55.0,Female,Boots,Footwear,50.0,Arkansas,M,Purple,Summer,3.4,No,Bank Transfer,2-Day Shipping,No,No,47.0,Credit Card,Every 3 Months
2886.0,29.0,Female,Backpack,Accessories,82.0,Nevada,M,Yellow,,3.5,No,Bank Transfer,Next Day Air,No,No,14.0,Credit Card,Bi-Weekly
2887.0,42.0,Female,Hat,Accessories,33.0,Utah,L,Blue,Spring,4.2,No,Credit Card,Free Shipping,No,No,29.0,PayPal,Weekly
2888.0,23.0,Female,Sandals,Footwear,28.0,Kentucky,L,Blue,Winter,2.8,No,Debit Card,Express,No,No,12.0,Cash,Bi-Weekly
2889.0,70.0,Female,Hoodie,Clothing,42.0,Wisconsin,L,Green,Spring,5.0,No,Venmo,2-Day Shipping,No,No,25.0,Debit Card,Quarterly
2890.0,64.0,Female,Sunglasses,Accessories,43.0,Minnesota,M,Charcoal,Fall,3.3,No,Credit Card,Store Pickup,No,No,21.0,Venmo,Annually
2891.0,39.0,Female,Jeans,Clothing,55.0,North Dakota,M,Violet,Winter,3.7,No,PayPal,Free Shipping,No,No,23.0,Credit Card,Monthly
2892.0,47.0,Female,T-shirt,Clothing,73.0,Ohio,XL,Black,Winter,2.5,No,Venmo,Free Shipping,No,No,,PayPal,Monthly
2893.0,22.0,Female,Dress,Clothing,39.0,Nevada,M,Teal,Spring,3.2,No,Bank Transfer,Standard,No,No,47.0,Credit Card,Monthly
2894.0,69.0,Female,Belt,Accessories,20.0,Kentucky,S,Orange,Spring,,No,Credit Card,Free Shipping,No,No,44.0,Debit Card,Every 3 Months
2895.0,35.0,Female,,Accessories,32.0,Kentucky,S,Brown,Spring,3.5,No,Cash,Standard,No,No,41.0,Venmo,Annually
-9329.205532385738,56.0,Female,Hoodie,Clothing,86.0,Montana,L,Green,Summer,4.6,No,Debit Card,Standard,No,No,29.0,Bank Transfer,Monthly
2897.0,30.0,Female,Blouse,Clothing,91.0,Delaware,M,Silver,Summer,3.3,No,Credit Card,Free Shipping,No,No,2.0,Venmo,Every 3 Months
2898.0,43.0,Female,Jacket,Outerwear,59.0,Montana,L,Violet,Fall,2.5,No,Credit Card,Free Shipping,No,No,2.0,Cash,Fortnightly
2899.0,23.0,Female,Sneakers,Footwear,33.0,New Jersey,XL,Peach,Summer,4.6,No,Credit Card,Express,No,No,29.0,Credit Card,Annually
2900.0,50.0,Female,Boots,Footwear,64.0,Nebraska,M,Gold,Spring,4.2,No,PayPal,2-Day Shipping,No,No,22.0,Bank Transfer,Fortnightly
,41.0,Female,Blouse,Clothing,67.0,Maryland,XL,Violet,Winter,4.0,No,Bank Transfer,Standard,No,No,23.0,Cash,Bi-Weekly
2902.0,41.0,Female,Blouse,Clothing,43.0,Alabama,L,Olive,Winter,2.6,No,Credit Card,Free Shipping,No,No,46.0,Credit Card,Quarterly
2903.0,27.0,Female,Boots,Footwear,32.0,North Carolina,S,Orange,Spring,4.6,No,Debit Card,Standard,No,No,19.0,PayPal,Bi-Weekly
2904.0,38.0,Female,Scarf,Accessories,39.0,Delaware,S,Teal,Spring,3.5,No,Venmo,2-Day Shipping,No,No,24.0,Credit Card,Every 3 Months
2905.0,41.0,Female,Sandals,Footwear,41.0,Iowa,M,Gray,Spring,4.0,No,Bank Transfer,2-Day Shipping,No,No,43.0,Venmo,Monthly
13220.850651464512,58.0,Female,,Accessories,53.0,New York,L,Black,Winter,4.8,No,PayPal,Standard,No,No,14.0,Debit Card,Fortnightly
,58.0,Female,Coat,Outerwear,27.0,Virginia,M,Indigo,Spring,3.9,No,PayPal,Standard,No,No,7.0,Venmo,Annually
2908.0,19.0,Female,Sunglasses,Accessories,82.0,Maryland,XL,Lavender,Summer,3.7,No,Cash,Next Day Air,No,No,50.0,PayPal,Bi-Weekly
2909.0,43.0,Female,Blouse,Clothing,87.0,Texas,M,Beige,Winter,3.1,No,Debit Card,Store Pickup,No,No,15.0,Debit Card,Every 3 Months
,27.0,Female,Backpack,Accessories,78.0,Louisiana,M,Indigo,Winter,3.0,No,Bank Transfer,Next Day Air,No,No,40.0,Credit Card,Every 3 Months
2911.0,32.0,Female,Belt,Accessories,32.0,Mississippi,M,Blue,Summer,2.9,No,Bank Transfer,Store Pickup,No,No,41.0,,Monthly
2912.0,28.0,Female,Socks,Clothing,38.0,Ohio,XL,Orange,Fall,2.9,No,Debit Card,Next Day Air,No,No,34.0,Venmo,Quarterly
2913.0,48.0,Female,Shoes,,37.0,Oregon,M,Yellow,Winter,4.0,No,Cash,Standard,No,No,27.0,Cash,Bi-Weekly
2914.0,43.0,Female,Coat,Outerwear,83.0,Wyoming,L,Cyan,Winter,3.5,No,Debit Card,Express,No,No,12.0,Cash,Every 3 Months
2915.0,45.0,Female,Sweater,Clothing,72.0,Pennsylvania,M,,Fall,3.8,No,PayPal,Express,No,No,1.0,Debit Card,Bi-Weekly
2916.0,26.0,Female,Shirt,Clothing,30.0,Oregon,M,Cyan,Fall,4.5,No,Credit Card,Express,No,No,39.0,Debit Card,Bi-Weekly
2917.0,62.0,Female,Shorts,Clothing,66.0,Oklahoma,M,Green,Winter,2.7,No,Credit Card,Express,No,No,13.0,Credit Card,Bi-Weekly
2918.0,58.0,Female,Shirt,Clothing,45.0,Colorado,XL,White,Winter,2.9,No,Cash,Store Pickup,No,No,50.0,Venmo,Annually
2919.0,19.0,Female,Sunglasses,Accessories,73.0,New York,S,Black,Fall,4.9,No,Credit Card,Free Shipping,No,No,36.0,Cash,Weekly
2920.0,64.0,Female,Shoes,Footwear,67.0,Minnesota,L,Charcoal,Winter,3.8,No,Bank Transfer,Standard,No,No,31.0,Debit Card,Monthly
2921.0,33.0,Female,Sunglasses,Accessories,72.0,Texas,XL,Brown,Spring,4.9,No,Venmo,Free Shipping,No,No,3.0,Debit Card,Bi-Weekly
2922.0,20.0,Female,Handbag,Accessories,24.0,Wisconsin,M,Cyan,Fall,4.6,No,Venmo,Standard,No,No,11.0,Cash,Fortnightly
2923.0,45.0,Female,Sunglasses,Accessories,68.0,Kentucky,L,Beige,Winter,3.5,No,Venmo,Express,No,No,16.0,PayPal,
2924.0,28.0,Female,Shirt,Clothing,70.0,Pennsylvania,M,Magenta,Spring,4.2,No,Bank Transfer,2-Day Shipping,No,No,12.0,Cash,Quarterly
2925.0,47.0,Female,Shirt,Clothing,64.0,Rhode Island,L,Indigo,,3.7,No,Bank Transfer,Free Shipping,No,No,37.0,Debit Card,Every 3 Months
2926.0,54.0,Female,Sweater,Clothing,91.0,Illinois,M,Maroon,Spring,2.8,No,Cash,Store Pickup,No,No,43.0,Credit Card,Every 3 Months
2927.0,64.0,Female,Handbag,Accessories,82.0,Maryland,M,Gray,Winter,4.8,No,Debit Card,2-Day Shipping,No,No,,Cash,Weekly
2928.0,45.0,Female,Shirt,Clothing,24.0,Missouri,M,Black,Summer,2.7,No,Debit Card,Express,No,No,15.0,Venmo,Bi-Weekly
2929.0,40.0,Female,Jewelry,Accessories,80.0,Alabama,L,Yellow,Spring,3.6,No,Venmo,Store Pickup,No,No,17.0,Credit Card,Weekly
2930.0,31.0,Female,Socks,Clothing,53.0,Maine,XL,White,Winter,4.5,No,Debit Card,Next Day Air,No,No,42.0,Venmo,Fortnightly
2931.0,38.0,Female,T-shirt,Clothing,50.0,Mississippi,M,Orange,Spring,4.0,No,Credit Card,Free Shipping,No,No,14.0,Venmo,Monthly
2932.0,36.0,Female,Jewelry,Accessories,31.0,Alabama,M,Magenta,Fall,4.5,No,Cash,2-Day Shipping,No,No,49.0,Credit Card,Bi-Weekly
2933.0,65.0,Female,Backpack,Accessories,88.0,Alaska,L,Black,Spring,3.9,No,Credit Card,Express,No,No,3.0,PayPal,Quarterly
2934.0,27.0,Female,Hat,Accessories,52.0,Illinois,M,Brown,Summer,3.8,No,Credit Card,Standard,No,No,28.0,Venmo,Monthly
2935.0,38.0,Female,Gloves,Accessories,22.0,Idaho,M,Orange,Fall,4.7,No,Bank Transfer,Next Day Air,No,No,41.0,Bank Transfer,Quarterly
2936.0,58.0,Female,Sneakers,Footwear,27.0,North Carolina,XL,Gray,Spring,4.6,No,Debit Card,Standard,No,No,11.0,Venmo,Weekly
2937.0,31.0,Female,Skirt,Clothing,34.0,Washington,M,White,Spring,3.6,No,Debit Card,Express,No,No,46.0,PayPal,Weekly
2938.0,28.0,Female,Handbag,Accessories,39.0,West Virginia,,White,Spring,4.3,No,Debit Card,2-Day Shipping,No,No,15.0,Credit Card,Weekly
2939.0,28.0,Female,Sunglasses,Accessories,53.0,Maine,M,Violet,Fall,3.0,No,Cash,Standard,No,No,15.0,Cash,Monthly
2940.0,32.0,Female,Sweater,Clothing,46.0,Kentucky,M,Beige,Winter,4.3,No,PayPal,Express,No,No,34.0,Venmo,Weekly
2941.0,61.0,Female,Handbag,Accessories,85.0,Massachusetts,L,Beige,Summer,4.8,No,Venmo,Next Day Air,No,No,13.0,,Monthly
2942.0,38.0,Female,Skirt,Clothing,,Pennsylvania,L,Purple,Spring,3.7,No,Bank Transfer,Free Shipping,No,No,27.0,PayPal,Monthly
2943.0,54.0,,Socks,Clothing,63.0,Hawaii,M,Brown,Summer,2.6,No,Cash,Free Shipping,No,No,37.0,Bank Transfer,Weekly
2944.0,29.0,Female,Shirt,Clothing,44.0,Virginia,M,Orange,Spring,3.4,No,Debit Card,Standard,No,No,37.0,Credit Card,Monthly
2945.0,50.0,Female,Sneakers,Footwear,95.0,New York,XL,Cyan,Summer,3.9,No,Cash,Free Shipping,No,No,4.0,Venmo,Every 3 Months
2946.0,32.0,Female,Belt,Accessories,49.0,Delaware,M,Charcoal,Summer,4.8,No,Venmo,Free Shipping,No,No,1.0,Credit Card,Every 3 Months
2947.0,38.0,Female,Pants,,77.0,Hawaii,L,Purple,Spring,2.8,No,Credit Card,Free Shipping,No,No,29.0,Bank Transfer,Quarterly
2948.0,52.0,Female,Jewelry,Accessories,63.0,Nebraska,L,Peach,Spring,4.4,No,Venmo,Standard,No,No,50.0,Venmo,Annually
2949.0,61.0,Female,Pants,Clothing,83.0,Vermont,M,Violet,Winter,3.1,No,Credit Card,Standard,No,No,38.0,Debit Card,Bi-Weekly
2950.0,25.0,Female,Jewelry,Accessories,93.0,Iowa,M,,Spring,3.8,No,Credit Card,Store Pickup,No,No,15.0,PayPal,Annually
2951.0,22.0,Female,Jeans,Clothing,91.0,Iowa,S,Maroon,Winter,4.1,No,Bank Transfer,2-Day Shipping,No,No,44.0,,Every 3 Months
2952.0,47.0,Female,Scarf,Accessories,99.0,Arkansas,L,Maroon,Fall,4.6,No,Credit Card,Free Shipping,No,No,14.0,Cash,Weekly
2953.0,50.0,Female,Belt,Accessories,24.0,Alabama,M,Peach,Spring,4.9,No,PayPal,Next Day Air,No,No,5.0,Debit Card,Monthly
2954.0,45.0,Female,Dress,Clothing,82.0,Maryland,M,Silver,Summer,4.8,No,PayPal,Next Day Air,No,No,11.0,Credit Card,Annually
2955.0,33.0,Female,T-shirt,Clothing,28.0,South Dakota,M,Indigo,Winter,3.9,No,PayPal,Express,No,No,15.0,Credit Card,Annually
2956.0,42.0,Female,Boots,Footwear,67.0,Vermont,M,Silver,Winter,2.6,No,Venmo,Free Shipping,No,No,46.0,,Annually
2957.0,52.0,Female,Dress,Clothing,88.0,Montana,M,Olive,Fall,3.7,No,PayPal,Standard,No,No,30.0,Venmo,Monthly
2958.0,69.0,Female,Jewelry,Accessories,70.0,South Dakota,S,Gray,Fall,4.7,No,Cash,Standard,No,,2.0,Cash,Annually
2959.0,55.0,Female,Skirt,,100.0,Ohio,M,Black,Summer,4.5,No,Venmo,Standard,No,No,28.0,PayPal,Monthly
2960.0,38.0,Female,Handbag,Accessories,28.0,Texas,L,Maroon,Summer,4.7,No,PayPal,Free Shipping,No,No,9.0,PayPal,Quarterly
2961.0,57.0,Female,Coat,Outerwear,48.0,Indiana,S,Olive,Spring,3.6,No,Venmo,Standard,No,No,47.0,Credit Card,Weekly
2962.0,33.0,Female,Hoodie,Clothing,43.0,New Hampshire,S,Gold,Fall,2.8,No,Credit Card,Free Shipping,No,No,21.0,Debit Card,Bi-Weekly
2963.0,57.0,Female,Pants,Clothing,40.0,California,L,Pink,Fall,4.0,No,PayPal,Express,No,,42.0,Credit Card,Every 3 Months
-9329.205532385738,52.0,Female,Boots,Footwear,97.0,Maine,M,Brown,Spring,3.6,No,Debit Card,Free Shipping,No,No,28.0,Credit Card,Weekly
2965.0,44.0,Female,Coat,Outerwear,25.0,Ohio,S,White,Fall,3.8,No,Credit Card,2-Day Shipping,No,No,13.0,Venmo,
2966.0,48.0,Female,Scarf,Accessories,45.0,Delaware,M,Blue,Summer,4.4,No,Bank Transfer,Standard,No,No,25.0,PayPal,Fortnightly
13220.850651464512,52.0,Female,Boots,Footwear,49.0,Oklahoma,L,Orange,Fall,2.8,No,Cash,Store Pickup,No,No,38.0,Debit Card,Every 3 Months
2968.0,34.0,Female,Sneakers,Footwear,36.0,Indiana,L,Silver,Summer,3.4,No,Cash,Free Shipping,No,No,40.0,,Annually
2969.0,26.0,Female,Sweater,Clothing,48.0,South Carolina,S,Gray,Fall,4.9,No,Cash,Express,No,No,25.0,Cash,Every 3 Months
2970.0,36.0,Female,Belt,Accessories,62.0,Vermont,S,Blue,Fall,4.3,No,Bank Transfer,Next Day Air,No,No,20.0,Cash,Every 3 Months
2971.0,24.0,Female,Jewelry,Accessories,74.0,Kansas,M,White,Winter,3.4,No,Bank Transfer,Free Shipping,No,,44.0,Credit Card,Bi-Weekly
2972.0,30.0,Female,Handbag,Accessories,100.0,Utah,L,Yellow,Fall,3.9,No,Credit Card,Next Day Air,No,No,9.0,PayPal,Every 3 Months
2973.0,31.0,Female,Jacket,Outerwear,39.0,New York,S,Indigo,Fall,4.2,No,Venmo,Free Shipping,No,No,11.0,Venmo,Every 3 Months
2974.0,25.0,Female,Boots,Footwear,65.0,Indiana,M,Blue,Summer,2.7,No,PayPal,Store Pickup,No,No,3.0,Bank Transfer,Fortnightly
2975.0,57.0,Female,Sneakers,Footwear,99.0,Tennessee,XL,Peach,Summer,4.1,No,Cash,Store Pickup,No,No,34.0,Credit Card,Weekly
2976.0,61.0,Female,Scarf,Accessories,68.0,Georgia,XL,Lavender,Winter,4.5,No,PayPal,2-Day Shipping,No,No,48.0,Cash,Every 3 Months
2977.0,30.0,Female,Coat,Outerwear,97.0,Nebraska,M,Silver,Summer,2.8,No,Debit Card,Express,No,No,28.0,Cash,Fortnightly
2978.0,38.0,Female,Shorts,Clothing,47.0,Washington,L,Gold,Winter,3.4,No,PayPal,Standard,No,No,20.0,Venmo,Annually
2979.0,53.0,Female,Shorts,Clothing,56.0,Idaho,S,Cyan,Spring,3.9,No,Credit Card,,No,No,49.0,Bank Transfer,Fortnightly
2980.0,,Female,Jeans,Clothing,91.0,Louisiana,L,Olive,Fall,2.6,No,PayPal,Next Day Air,No,No,14.0,PayPal,Weekly
2981.0,70.0,Female,Gloves,Accessories,93.0,New Jersey,L,Teal,Fall,4.4,No,Cash,2-Day Shipping,No,No,9.0,Bank Transfer,Monthly
2982.0,21.0,Female,Pants,Clothing,36.0,Delaware,L,Pink,Winter,4.9,No,PayPal,Standard,No,No,37.0,Venmo,Annually
2983.0,33.0,Female,Dress,Clothing,45.0,Wisconsin,M,Orange,Summer,3.6,No,Venmo,Store Pickup,No,No,4.0,Credit Card,Weekly
2984.0,60.0,Female,Pants,Clothing,44.0,West Virginia,M,Charcoal,Winter,2.8,,Venmo,2-Day Shipping,No,No,1.0,Credit Card,Quarterly
2985.0,45.0,Female,Gloves,Accessories,32.0,Texas,L,Red,Spring,4.3,No,PayPal,2-Day Shipping,No,No,36.0,Debit Card,Bi-Weekly
2986.0,46.0,Female,Belt,Accessories,36.0,Hawaii,S,Teal,Summer,3.0,No,Venmo,Express,No,No,21.0,Cash,Bi-Weekly
2987.0,62.0,Female,Belt,Accessories,85.0,Arizona,S,Silver,Summer,3.3,No,Credit Card,2-Day Shipping,No,No,16.0,Credit Card,Monthly
